"stock_code","description","gross_sales_value","units_sold"
"23052","RECYCLED ACAPULCO MAT TURQUOISE",5949.34,654
"22150","3 STRIPEY MICE FELTCRAFT",5907.84,3021
"23113","PANTRY CHOPPING BOARD",5868.5,1154
"22971","QUEENS GUARD COFFEE MUG",5849.29,2431
"23485","BOTANICAL GARDENS WALL CLOCK",5843.92,262
"23154","SET OF 4 JAM JAR MAGNETS",5842.88,2701
"22207","FRYING PAN UNION FLAG",5833.59,1333
"22751","FELTCRAFT PRINCESS OLIVIA DOLL",5801.47,1563
"22740","POLKADOT PEN",5793.62,6842
"22779","WOODEN OWLS LIGHT GARLAND",5789.85,1537
"22796","PHOTO FRAME 3 CLASSIC HANGING",5787.45,582
"22365","DOORMAT RESPECTABLE HOUSE",5754.03,789
"84997B","RED 3 PIECE RETROSPOT CUTLERY SET",5729.11,1580
"62018","SOMBRERO",5716.85,4415
"21242","RED RETROSPOT PLATE",5699.71,3373
"22646","CERAMIC STRAWBERRY CAKE MONEY BANK",5684.17,4160
"22907","PACK OF 20 NAPKINS PANTRY DESIGN",5670,6573
"22088","PAPER BUNTING COLOURED LACE",5661.05,1893
"22837","HOT WATER BOTTLE BABUSHKA",5620.73,1165
"22418","10 COLOUR SPACEBOY PEN",5585.45,6564
"22488","NATURAL SLATE RECTANGLE CHALKBOARD",5573.68,3195
"22798","ANTIQUE GLASS DRESSING TABLE POT",5561.3,1798
"21558","SKULL LUNCH BOX WITH CUTLERY",5550.22,2131
"23531","WALL ART BIG LOVE",5538.26,976
"23133","LARGE IVORY HEART WALL ORGANISER",5525.4,782
"23177","TREASURE ISLAND BOOK BOX",5521.29,2532
"23158","SET OF 5 LUCKY CAT MAGNETS",5513.83,2633
"22429","ENAMEL MEASURING JUG CREAM",5507.18,1262
"23583","LUNCH BAG PAISLEY PARK",5497.33,3385
"22464","HANGING METAL HEART LANTERN",5485.63,3402
"22964","3 PIECE SPACEBOY COOKIE CUTTER SET",5472.69,2624
"22904","CALENDAR PAPER CUT DESIGN",5467.26,1834
"22297","HEART IVORY TRELLIS SMALL",5459.91,4164
"23135","SMALL ZINC HEART WALL ORGANISER",5416.18,1541
"22827","RUSTIC  SEVENTEEN DRAWER SIDEBOARD",5415,35
"23205","CHARLOTTE BAG VINTAGE ALPHABET",5405.88,5457
"22584","PACK OF 6 PANNETONE GIFT BOXES",5398.33,2097
"22845","VINTAGE CREAM CAT FOOD CONTAINER",5396.93,802
"22349","DOG BOWL CHASING BALL DESIGN",5381.52,1366
"23494","VINTAGE DOILY DELUXE SEWING KIT",5354.01,809
"21172","PARTY METAL SIGN",5338.63,3485
"22998","TRAVEL CARD WALLET KEEP CALM",5262.82,12366
"22296","HEART IVORY TRELLIS LARGE",5247.72,3140
"22120","WELCOME  WOODEN BLOCK LETTERS",5247.09,523
"22623","BOX OF VINTAGE JIGSAW BLOCKS",5236.31,937
"84997D","PINK 3 PIECE POLKADOT CUTLERY SET",5234.56,1437
"22848","BREAD BIN DINER STYLE PINK",5208.45,323
"22665","RECIPE BOX BLUE SKETCHBOOK DESIGN",5192.08,1516
"22781","GUMBALL MAGAZINE RACK",5191.01,621
"22689","DOORMAT MERRY CHRISTMAS RED",5176.25,673
"21844","RED RETROSPOT MUG",5167.69,1847
"21428","SET3 BOOK BOX GREEN GINGHAM FLOWER",5163.63,1207
"21164","HOME SWEET HOME METAL SIGN",5155.98,1766
"22898","CHILDRENS APRON APPLES DESIGN",5150.92,2414
"23263","SET OF 3 WOODEN HEART DECORATIONS",5147.19,3863
"23162","REGENCY TEA STRAINER",5143.69,1412
"23157","SET OF 6 NATIVITY MAGNETS",5143.06,2557
"23165","LARGE CERAMIC TOP STORAGE JAR",5141.06,3114
"23132","SMALL IVORY HEART WALL ORGANISER",5138.6,1020
"22302","COFFEE MUG PEARS  DESIGN",5134.29,2329
"37449","CERAMIC CAKE STAND + HANGING CAKES",5117.29,563
"22772","PINK DRAWER KNOB ACRYLIC EDWARDIAN",5116.7,3793
"22595","GINGHAM HEART DECORATION",5114.41,6139
"23397","FOOT STOOL HOME SWEET HOME",5097.65,489
"23234","BISCUIT TIN VINTAGE CHRISTMAS",5079.78,1722
"21098","CHRISTMAS TOILET ROLL",5078.76,3719
"23295","SET OF 12 MINI LOAF BAKING CASES",5073.45,6134
"22371","AIRLINE BAG VINTAGE TOKYO 78",5072.32,1086
"23198","PANTRY MAGNETIC  SHOPPING LIST",5062.6,3342
"23126","FELTCRAFT GIRL AMELIE KIT",5059.14,1007
"22780","LIGHT GARLAND BUTTERFILES PINK",5044.34,1346
"21907","I'M ON HOLIDAY METAL SIGN",5027.18,2371
"22957","SET 3 PAPER VINTAGE CHICK PAPER EGG",5014.65,1775
"23314","VINTAGE CHRISTMAS TABLECLOTH",5012.96,407
"22636","CHILDS BREAKFAST SET CIRCUS PARADE",5009.56,595
"23109","PACK OF SIX LED TEA LIGHTS",5008.26,1752
"22271","FELTCRAFT DOLL ROSIE",5007.35,1701
"21756","BATH BUILDING BLOCK WORD",5006.26,809
"23310","BUBBLEGUM RING ASSORTED",4997.28,12050
"21932","SCANDINAVIAN PAISLEY PICNIC BAG",4995.38,2720
"23543","WALL ART KEEP CALM",4994.79,967
"22301","COFFEE MUG CAT + BIRD DESIGN",4980.83,2205
"22849","BREAD BIN DINER STYLE MINT",4967.93,319
"21933","PINK VINTAGE PAISLEY PICNIC BAG",4957.43,2672
"22142","CHRISTMAS CRAFT WHITE FAIRY",4946.19,3247
"23556","LANDMARK FRAME COVENT GARDEN",4937.01,436
"84212","ASSORTED FLOWER COLOUR ""LEIS""",4934.87,10315
"23570","TRADITIONAL PICK UP STICKS GAME",4931.87,2772
"22110","BIRD HOUSE HOT WATER BOTTLE",4912.14,1172
"21937","STRAWBERRY   PICNIC BAG",4898.85,1707
"22748","POPPY'S PLAYHOUSE KITCHEN",4880.83,2117
"23010","CIRCUS PARADE BABY GIFT SET",4879.6,315
"23351","ROLL WRAP 50'S CHRISTMAS",4875.65,3535
"21124","SET/10 BLUE POLKADOT PARTY CANDLES",4863.05,4011
"23503","PLAYING CARDS KEEP CALM & CARRY ON",4860.55,3643
"21033","JUMBO BAG CHARLIE AND LOLA TOYS",4851.73,1932
"21086","SET/6 RED SPOTTY PAPER CUPS",4851.5,7121
"21390","FILIGRIS HEART WITH BUTTERFLY",4848.13,3903
"21876","POTTERING MUG",4825.36,3789
"23554","LANDMARK FRAME OXFORD STREET",4805.53,422
"22549","PICTURE DOMINOES",4798.38,3188
"23555","LANDMARK FRAME NOTTING HILL",4780.57,421
"23184","BULL DOG BOTTLE OPENER",4764.5,874
"84050","PINK HEART SHAPE EGG FRYING PAN",4753.53,3229
"22243","5 HOOK HANGER RED MAGIC TOADSTOOL",4751.64,3098
"23286","BLUE VINTAGE SPOT BEAKER",4747.62,5048
"20677","PINK POLKADOT BOWL",4747.34,3674
"21539","RED RETROSPOT BUTTER DISH",4743.9,969
"20979","36 PENCILS TUBE RED RETROSPOT",4723.73,3734
"23569","TRADTIONAL ALPHABET STAMP SET",4717.66,954
"23159","SET OF 5 PANCAKE DAY MAGNETS",4713.52,2293
"22645","CERAMIC HEART FAIRY CAKE MONEY BANK",4709.74,2354
"23558","LANDMARK FRAME LONDON BRIDGE",4703.87,415
"23389","SPACEBOY MINI BACKPACK",4697.54,1102
"23176","ABC TREASURE BOOK BOX",4693.08,2165
"82001S","VINYL RECORD FRAME SILVER",4682.45,1295
"82552","WASHROOM METAL SIGN",4674.83,3012
"22504","CABIN BAG VINTAGE RETROSPOT",4674.62,247
"22721","SET OF 3 CAKE TINS SKETCHBOOK",4671.81,1020
"23241","TREASURE TIN GYMKHANA DESIGN",4669.55,2165
"22082","RIBBON REEL STRIPES DESIGN",4661.88,2680
"22745","POPPY'S PLAYHOUSE BEDROOM",4661.79,2021
"47599A","PINK PARTY BAGS",4649.5,2456
"22606","WOODEN SKITTLES GARDEN SET",4638.46,313
"22628","PICNIC BOXES SET OF 3 RETROSPOT",4620.91,965
"22295","HEART FILIGREE DOVE LARGE",4613.97,2789
"21833","CAMOUFLAGE LED TORCH",4594.43,2726
"23285","PINK VINTAGE SPOT BEAKER",4572.41,4807
"22417","PACK OF 60 SPACEBOY CAKE CASES",4563.24,8420
"23404","HOME SWEET HOME BLACKBOARD",4561.76,1011
"82551","LAUNDRY 15C METAL SIGN",4542.89,2918
"20974","12 PENCILS SMALL TUBE SKULL",4527.43,6976
"23275","SET OF 3 HANGING OWLS OLLIE BEAK",4521.72,3720
"23163","REGENCY SUGAR TONGS",4515.22,1832
"23112","PARISIENNE CURIO CABINET",4507.08,546
"23309","SET OF 60 I LOVE LONDON CAKE CASES",4495.85,8275
"22938","CUPCAKE LACE PAPER SET 6",4488.63,2367
"21934","SKULL SHOULDER BAG",4480.28,2421
"23167","SMALL CERAMIC TOP STORAGE JAR",4476.01,5847
"84987","SET OF 36 TEATIME PAPER DOILIES",4471.17,3051
"21906","PHARMACIE FIRST AID TIN",4470.81,581
"22775","PURPLE DRAWERKNOB ACRYLIC EDWARDIAN",4469.37,3105
"22942","CHRISTMAS LIGHTS 10 SANTAS",4460.54,608
"22089","PAPER BUNTING VINTAGE PAISLEY",4457.43,1423
"23288","GREEN VINTAGE SPOT BEAKER",4444.23,4625
"23530","WALL ART ONLY ONE PERSON",4406.57,1050
"22626","BLACK KITCHEN SCALES",4401.86,517
"20975","12 PENCILS SMALL TUBE RED RETROSPOT",4383.27,6633
"15056P","EDWARDIAN PARASOL PINK",4354.92,776
"84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",4346.27,1201
"23349","ROLL WRAP VINTAGE CHRISTMAS",4342.6,3221
"16014","SMALL CHINESE STYLE SCISSOR",4335.76,13328
"84692","BOX OF 24 COCKTAIL PARASOLS",4327.38,7903
"22899","CHILDREN'S APRON DOLLY GIRL",4326.43,2069
"21892","TRADITIONAL WOODEN CATCH CUP GAME",4317.16,3192
"21498","RED RETROSPOT WRAP",4311.92,10526
"23168","CLASSIC CAFE SUGAR DISPENSER",4311.35,3075
"22327","ROUND SNACK BOXES SET OF 4 SKULLS",4304.25,1167
"23050","RECYCLED ACAPULCO MAT GREEN",4286.55,497
"22723","SET OF 6 HERB TINS SKETCHBOOK",4262.82,1164
"22694","WICKER STAR",4251.72,1842
"20970","PINK FLORAL FELTCRAFT SHOULDER BAG",4232.13,1116
"22061","LARGE CAKE STAND  HANGING STRAWBERY",4218.06,582
"23089","GLASS BON BON JAR",4215.78,2354
"22661","CHARLOTTE BAG DOLLY GIRL DESIGN",4214.95,5194
"22801","ANTIQUE GLASS PEDESTAL BOWL",4203.89,1027
"23144","ZINC T-LIGHT HOLDER STARS SMALL",4197.83,5089
"23012","GLASS APOTHECARY BOTTLE PERFUME",4197.11,1071
"22550","HOLIDAY FUN LUDO",4194.89,1162
"22813","PACK 3 BOXES BIRD PANNETONE",4188.94,2168
"20682","RED RETROSPOT CHILDRENS UMBRELLA",4171.33,1235
"23110","PARISIENNE KEY CABINET",4147.18,700
"23486","ANTIQUE HEART SHELF UNIT",4145.47,275
"72760B","VINTAGE CREAM 3 BASKET CAKE STAND",4145.39,409
"21874","GIN AND TONIC MUG",4141.18,2974
"22649","STRAWBERRY FAIRY CAKE TEAPOT",4132.88,795
"23283","DOORMAT VINTAGE LEAF",4122.2,564
"22596","CHRISTMAS STAR WISH LIST CHALKBOARD",4110.42,3476
"22841","ROUND CAKE TIN VINTAGE GREEN",4101.77,529
"23255","CHILDRENS CUTLERY CIRCUS PARADE",4097.22,1014
"23009","I LOVE LONDON BABY GIFT SET",4082.52,263
"23193","BUFFALO BILL TREASURE BOOK BOX",4079.28,1922
"22577","WOODEN HEART CHRISTMAS SCANDINAVIAN",4075.36,10608
"22489","PACK OF 12 TRADITIONAL CRAYONS",4072.13,9719
"21116","OWL DOORSTOP",4051.79,695
"21704","BAG 250g SWIRLY MARBLES",4039.28,5144
"23340","VINTAGE CHRISTMAS CAKE FRILL",4034.08,2500
"22219","LOVEBIRD HANGING DECORATION WHITE",4033.73,4133
"72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",4007.85,2096
"23129","HEART SHAPED HOLLY WREATH",3999.5,950
"22431","WATERING CAN BLUE ELEPHANT",3998.71,2058
"22951","60 CAKE CASES DOLLY GIRL DESIGN",3990.2,7481
"22493","PAINT YOUR OWN CANVAS SET",3986.64,2461
"23306","SET OF 36 DOILIES PANTRY DESIGN",3983.6,2741
"22956","36 FOIL HEART CAKE CASES",3983.39,2050
"20675","BLUE POLKADOT BOWL",3983.12,3120
"84792","ENCHANTED BIRD COATHANGER 5 HOOK",3974.32,833
"22274","FELTCRAFT DOLL EMILY",3953.48,1340
"22890","NOVELTY BISCUITS CAKE STAND 3 TIER",3939.87,385
"23526","WALL ART DOG LICENCE",3939.76,604
"22131","FOOD CONTAINER SET 3 LOVE HEART",3936.59,2031
"23557","LANDMARK FRAME BAKER STREET",3930.27,350
"22148","EASTER CRAFT 4 CHICKS",3917.45,1933
"22980","PANTRY SCRUBBING BRUSH",3910.01,2363
"22179","SET 10 NIGHT OWL LIGHTS",3908.73,505
"23081","GREEN METAL BOX ARMY SUPPLIES",3906.25,467
"21928","JUMBO BAG SCANDINAVIAN PAISLEY",3904.72,2057
"23049","RECYCLED ACAPULCO MAT RED",3896.84,456
"22117","METAL SIGN HER DINNER IS SERVED",3896.45,1320
"21041","RED RETROSPOT OVEN GLOVE DOUBLE",3888.98,914
"23552","BICYCLE PUNCTURE REPAIR KIT",3881.91,1863
"22222","CAKE PLATE LOVEBIRD WHITE",3880.2,1057
"21749","LARGE RED RETROSPOT WINDMILL",3877.09,1963
"22578","WOODEN STAR CHRISTMAS SCANDINAVIAN",3876.54,10460
"21716","BOYS VINTAGE TIN SEASIDE BUCKET",3872.92,1425
"85049A","TRADITIONAL CHRISTMAS RIBBONS",3842.36,3001
"23111","PARISIENNE SEWING BOX",3839.24,312
"37370","RETRO COFFEE MUGS ASSORTED",3839.01,2567
"22896","PEG BAG APPLES DESIGN",3833.36,1484
"22738","RIBBON REEL SNOWY VILLAGE",3829.67,2173
"22842","BISCUIT TIN VINTAGE RED",3823.21,589
"22350","ILLUSTRATED CAT BOWL",3822.12,1410
"21110","LARGE CAKE TOWEL PINK SPOTS",3815.7,1105
"23194","GYMKHANA TREASURE BOOK BOX",3815.53,1715
"21244","BLUE POLKADOT PLATE",3789.32,2282
"22383","LUNCH BAG SUKI  DESIGN",3786.91,2217
"23253","16 PIECE CUTLERY SET PANTRY DESIGN",3785.06,254
"85049E","SCANDINAVIAN REDS RIBBONS",3783.61,2860
"22809","SET OF 6 T-LIGHTS SANTA",3781.2,1240
"21746","SMALL RED RETROSPOT WINDMILL",3766.93,3075
"23299","FOOD COVER WITH BEADS SET 2",3761.63,1009
"23092","LARGE ANTIQUE WHITE PHOTO FRAME",3757.78,523
"21527","RED RETROSPOT TRADITIONAL TEAPOT",3724.99,477
"21260","FIRST AID TIN",3722.23,1161
"22195","LARGE HEART MEASURING SPOONS",3720.66,1976
"23064","CINDERELLA CHANDELIER",3717.56,221
"21658","GLASS  BEURRE DISH",3709.78,878
"22854","CREAM SWEETHEART EGG HOLDER",3708.52,767
"23236","STORAGE TIN VINTAGE DOILY",3704.78,1272
"22212","FOUR HOOK  WHITE LOVEBIRDS",3700.94,1609
"23182","TOILET SIGN OCCUPIED OR VACANT",3688.21,3741
"22656","VINTAGE BLUE KITCHEN CABINET",3685,26
"21531","RED RETROSPOT SUGAR JAM BOWL",3682.17,1516
"23130","MISTLETOE HEART WREATH GREEN",3676.18,882
"23013","GLASS APOTHECARY BOTTLE TONIC",3674.16,924
"21890","S/6 WOODEN SKITTLES IN COTTON BAG",3674.11,1147
"22926","IVORY GIANT GARDEN THERMOMETER",3656.85,594
"85053","FRENCH ENAMEL CANDLEHOLDER",3649.49,1693
"22378","WALL TIDY RETROSPOT",3638.57,2283
"22468","BABUSHKA LIGHTS STRING OF 10",3633.17,517
"22466","FAIRY TALE COTTAGE NIGHTLIGHT",3626.45,2093
"22236","CAKE STAND 3 TIER MAGIC GARDEN",3624.6,308
"23294","SET OF 6 SNACK LOAF BAKING CASES",3607.81,4392
"22053","EMPIRE DESIGN ROSETTE",3606.42,4244
"23032","DRAWER KNOB CRACKLE GLAZE IVORY",3595.38,2154
"84968C","SET OF 16 VINTAGE PISTACHIO CUTLERY",3585.99,317
"22348","TEA BAG PLATE RED RETROSPOT",3583.29,4084
"23085","ANTIQUE SILVER BAUBLE LAMP",3583.23,376
"71477","COLOURED GLASS STAR T-LIGHT HOLDER",3580.96,1012
"23497","CLASSIC CHROME BICYCLE BELL",3578.62,2498
"21494","ROTATING LEAVES T-LIGHT HOLDER",3571.33,1928
"22908","PACK OF 20 NAPKINS RED APPLES",3569.58,4380
"85132C","CHARLIE AND LOLA FIGURES TINS",3562.32,1520
"20717","STRAWBERRY SHOPPER BAG",3561.98,2855
"22800","ANTIQUE TALL SWIRLGLASS TRINKET POT",3560.74,870
"22669","RED BABY BUNTING",3559,1128
"22739","RIBBON REEL CHRISTMAS SOCK BAUBLE",3556.97,1818
"23210","WHITE ROCKING HORSE HAND PAINTED",3551.53,2849
"21974","SET OF 36 PAISLEY FLOWER DOILIES",3545.6,2219
"23332","IVORY WICKER HEART LARGE",3542.71,2059
"23191","BUNDLE OF 3 RETRO NOTE BOOKS",3529.89,2141
"21703","BAG 125g SWIRLY MARBLES",3528.89,9390
"22180","RETROSPOT LAMP",3521.54,330
"22688","DOORMAT PEACE ON EARTH BLUE",3519.66,705
"23091","ZINC HERB GARDEN CONTAINER",3516.64,556
"21992","VINTAGE PAISLEY STATIONERY SET",3510.72,1901
"23353","6 GIFT TAGS VINTAGE CHRISTMAS",3510.05,4007
"23189","SET OF 12 FORK CANDLES",3507.51,1249
"21715","GIRLS VINTAGE TIN SEASIDE BUCKET",3507.17,1330
"22760","TRAY, BREAKFAST IN BED",3491.86,275
"21238","RED RETROSPOT CUP",3488.44,3969
"21745","GAOLERS KEYS DECORATIVE GARDEN",3475.73,935
"82580","BATHROOM METAL SIGN",3473.21,5881
"22065","CHRISTMAS PUDDING TRINKET POT",3462.25,6729
"21243","PINK  POLKADOT PLATE",3449.6,2065
"84508A","CAMOUFLAGE DESIGN TEDDY",3448.05,1631
"22435","SET OF 9 HEART SHAPED BALLOONS",3445.5,2757
"23350","ROLL WRAP VINTAGE SPOT",3445.08,2712
"23426","METAL SIGN DROP YOUR PANTS",3444.43,1275
"21588","RETROSPOT GIANT TUBE MATCHES",3442.5,1494
"21385","IVORY HANGING DECORATION  HEART",3442.45,3883
"21463","MIRRORED DISCO BALL",3435.05,649
"23354","6 GIFT TAGS 50'S CHRISTMAS",3429.4,3740
"23156","SET OF 5 MINI GROCERY MAGNETS",3423.29,1665
"23127","FELTCRAFT GIRL NICOLE KIT",3422.4,668
"23014","GLASS APOTHECARY BOTTLE ELIXIR",3419.58,856
"84509A","SET OF 4 ENGLISH ROSE PLACEMATS",3417.28,896
"47567B","TEA TIME KITCHEN APRON",3414.5,602
"23388","WOODLAND MINI BACKPACK",3411.34,816
"22300","COFFEE MUG DOG + BALL DESIGN",3409.21,1528
"21497","FANCY FONTS BIRTHDAY WRAP",3409,8550
"22311","OFFICE MUG WARMER BLACK+SILVER",3403.76,1132
"22782","SET 3 WICKER STORAGE BASKETS",3399.95,241
"21429","RED GINGHAM ROSE JEWELLERY BOX",3391.15,1740
"22029","SPACEBOY BIRTHDAY CARD",3387.57,8161
"84032A","CHARLIE+LOLA PINK HOT WATER BOTTLE",3384.98,1003
"22653","BUTTON BOX",3378.5,1876
"23188","VINTAGE  2 METRE FOLDING RULER",3374.05,1627
"22776","SWEETHEART 3 TIER CAKE STAND",3371.58,284
"22812","PACK 3 BOXES CHRISTMAS PANNETONE",3359.82,1649
"79000","MOROCCAN TEA GLASS",3357.34,4162
"21993","FLORAL FOLK STATIONERY SET",3355.84,1937
"22687","DOORMAT CHRISTMAS VILLAGE",3354.22,590
"23239","SET OF 4 KNICK KNACK TINS POPPIES",3353.84,842
"22563","HAPPY STENCIL CRAFT",3348.18,2823
"22432","WATERING CAN PINK BUNNY",3342.82,1716
"22165","DIAMANTE HEART SHAPED WALL MIRROR,",3328.2,415
"22079","RIBBON REEL HEARTS DESIGN",3325.29,1897
"22179","SET 10 LIGHTS NIGHT OWL",3317.47,461
"23065","LARGE DECO JEWELLERY STAND",3302.44,263
"22855","FINE WICKER HEART",3301.73,2642
"22962","JAM JAR WITH PINK LID",3288.11,3896
"22244","3 HOOK HANGER MAGIC GARDEN",3276.21,1703
"22460","EMBOSSED GLASS TEALIGHT HOLDER",3273.5,2546
"23308","SET OF 60 VINTAGE LEAF CAKE CASES",3272.61,6139
"22967","SET 3 SONG BIRD PAPER EGGS ASSORTED",3271.41,1171
"21868","POTTING SHED TEA MUG",3259.75,2477
"23395","BELLE JARDINIERE CUSHION COVER",3257.08,748
"23053","RECYCLED ACAPULCO MAT PINK",3254.32,364
"22567","20 DOLLY PEGS RETROSPOT",3251.6,2448
"22187","GREEN CHRISTMAS TREE CARD HOLDER",3245.68,1266
"22430","ENAMEL WATERING CAN CREAM",3241.34,617
"22746","POPPY'S PLAYHOUSE LIVINGROOM",3236.54,1447
"23051","RECYCLED ACAPULCO MAT BLUE",3223.49,365
"23230","WRAP ALPHABET DESIGN",3217.92,7976
"20973","12 PENCIL SMALL TUBE WOODLAND",3210.27,4497
"23393","HOME SWEET HOME CUSHION COVER",3207.91,801
"21135","VICTORIAN  METAL POSTCARD SPRING",3206,2869
"22360","GLASS JAR ENGLISH CONFECTIONERY",3192.82,1010
"22491","PACK OF 12 COLOURED PENCILS",3183.63,3947
"21115","ROSE CARAVAN DOORSTOP",3162.24,562
"23342","MINT DINER WALL CLOCK",3159.41,371
"23035","DRAWER KNOB CERAMIC IVORY",3147.79,2155
"23323","WHITE WICKER STAR",3146.78,1469
"72807C","SET/3 VANILLA SCENTED CANDLE IN BOX",3145.05,721
"22465","HANGING METAL STAR LANTERN",3141.54,2053
"84968A","SET OF 16 VINTAGE ROSE CUTLERY",3139.3,267
"21381","MINI WOODEN HAPPY BIRTHDAY GARLAND",3131.24,1811
"22778","GLASS CLOCHE SMALL",3131.02,804
"21561","DINOSAUR LUNCH BOX WITH CUTLERY",3127.38,1281
"23346","SPACEBOY BEAKER",3112.34,2628
"21240","BLUE POLKADOT CUP",3110.26,3570
"20754","RETROSPOT RED WASHING UP GLOVES",3088.86,1457
"20828","GLITTER BUTTERFLY CLIPS",3074.78,1128
"23188","VINTAGE  2 METER FOLDING RULER",3073.72,1844
"84997A","GREEN 3 PIECE POLKADOT CUTLERY SET",3069.46,845
"22564","ALPHABET STENCIL CRAFT",3057.27,2697
"23461","SWEETHEART BIRD HOUSE",3041.21,847
"22604","SET OF 4 NAPKIN CHARMS CUTLERY",3039.66,1251
"23329","DECORATIVE WICKER HEART LARGE",3038.19,1767
"22972","CHILDREN'S SPACEBOY MUG",3028.04,1771
"22894","TABLECLOTH RED APPLES DESIGN",3027.38,305
"23242","TREASURE TIN BUFFALO BILL",3024.63,1470
"22810","SET OF 6 T-LIGHTS SNOWMEN",3022.08,944
"22892","SET OF SALT AND PEPPER TOADSTOOLS",3021.6,2472
"22592","CARDHOLDER HOLLY WREATH METAL",3021.12,658
"23237","SET OF 4 KNICK KNACK TINS LEAF",3020.61,747
"21714","CITRONELLA CANDLE GARDEN POT",3010.65,1651
"22945","CHRISTMAS METAL TAGS ASSORTED",3008.92,2991
"23236","DOILEY STORAGE TIN",3004.46,1094
"23390","DOLLY GIRL MINI BACKPACK",2992.39,739
"21201","TROPICAL  HONEYCOMB PAPER GARLAND",2987.82,1240
"22644","CERAMIC CHERRY CAKE MONEY BANK",2986.97,2214
"21810","CHRISTMAS HANGING STAR WITH BELL",2981.84,5840
"16161P","WRAP ENGLISH ROSE",2980.42,7201
"22331","WOODLAND PARTY BAG + STICKER SET",2975.14,1840
"21411","GINGHAM HEART  DOORSTOP RED",2961.83,785
"21918","SET 12 KIDS COLOUR  CHALK STICKS",2950.25,7199
"22906","12 MESSAGE CARDS WITH ENVELOPES",2947.87,1733
"21625","VINTAGE UNION JACK APRON",2939.51,407
"35004B","SET OF 3 BLACK FLYING DUCKS",2934.81,577
"22777","GLASS CLOCHE LARGE",2934.53,350
"23211","RED ROCKING HORSE HAND PAINTED",2930.57,2329
"85174","S/4 CACTI CANDLES",2927.08,613
"22078","RIBBON REEL LACE DESIGN",2923.21,1369
"22990","COTTON APRON PANTRY DESIGN",2917.43,633
"22843","BISCUIT TIN VINTAGE GREEN",2904.52,450
"21313","GLASS HEART T-LIGHT HOLDER",2893.77,3321
"23290","SPACEBOY CHILDRENS BOWL",2890.35,2430
"23345","DOLLY GIRL BEAKER",2886.25,2451
"23283","DOORMAT VINTAGE LEAVES DESIGN",2881.18,430
"23056","FLOWERS CHANDELIER T-LIGHT HOLDER",2879.37,960
"22774","RED DRAWER KNOB ACRYLIC EDWARDIAN",2871.75,2254
"21990","MODERN FLORAL STATIONERY SET",2870,1672
"21976","PACK OF 60 MUSHROOM CAKE CASES",2869.9,5199
"22354","RETROSPOT PADDED SEAT CUSHION",2860.98,750
"23427","STOOL HOME SWEET HOME",2860.58,237
"22426","ENAMEL WASH BOWL CREAM",2855.21,742
"22797","CHEST OF DRAWERS GINGHAM HEART",2851.36,163
"23504","PLAYING CARDS JUBILEE UNION JACK",2848.89,1927
"22930","BAKING MOULD HEART MILK CHOCOLATE",2846.8,1108
"23212","HEART WREATH DECORATION WITH BELL",2845.89,2284
"22476","EMPIRE UNION JACK TV DINNER TRAY",2839.21,880
"85178","VICTORIAN SEWING KIT",2822.58,2518
"47599B","BLUE PARTY BAGS",2822.32,1480
"22380","TOY TIDY SPACEBOY",2815.46,1312
"22072","RED RETROSPOT TEA CUP AND SAUCER",2811.17,848
"21499","BLUE POLKADOT WRAP",2809.34,6927
"21563","RED HEART SHAPE LOVE BUCKET",2803.13,1395
"22762","CUPBOARD 3 DRAWER MA CAMPAGNE",2786.03,171
"22794","SWEETHEART WIRE MAGAZINE RACK",2784.9,326
"22224","WHITE LOVEBIRD LANTERN",2764.06,834
"23190","BUNDLE OF 3 SCHOOL EXERCISE BOOKS",2761.9,1702
"22963","JAM JAR WITH GREEN LID",2760.71,3266
"22925","BLUE GIANT GARDEN THERMOMETER",2757.47,449
"23542","WALL ART 70'S ALPHABET",2757.06,356
"22196","SMALL HEART MEASURING SPOONS",2754.16,2847
"23147","SINGLE ANTIQUE ROSE HOOK IVORY",2752.2,1868
"22823","CHEST NATURAL WOOD 20 DRAWERS",2745,24
"23266","SET OF 3 WOODEN STOCKING DECORATION",2743.82,2053
"23341","PINK DINER WALL CLOCK",2741.35,307
"22773","GREEN DRAWER KNOB ACRYLIC EDWARDIAN",2739.4,2075
"23100","SILVER BELLS TABLE DECORATION",2739.38,2166
"22974","CHILDRENS DOLLY GIRL MUG",2729.69,1598
"21985","PACK OF 12 HEARTS DESIGN TISSUES",2729.51,8775
"22283","6 EGG HOUSE PAINTED WOOD",2726.43,299
"20829","GLITTER HANGING BUTTERFLY STRING",2722.95,1314
"23164","REGENCY CAKE SLICE",2718.65,578
"84832","ZINC WILLIE WINKIE  CANDLE STICK",2712.7,2933
"23407","SET OF 2 TRAYS HOME SWEET HOME",2709.43,265
"21239","PINK  POLKADOT CUP",2707.34,3016
"22927","GREEN GIANT GARDEN THERMOMETER",2704.71,430
"22278","OVERNIGHT BAG VINTAGE ROSE PAISLEY",2704.35,405
"23333","IVORY WICKER HEART MEDIUM",2695.45,2089
"22737","RIBBON REEL CHRISTMAS PRESENT",2694.15,1388
"23264","SET OF 3 WOODEN SLEIGH DECORATIONS",2690.81,1963
